timestamp,total_ema_risk,fft_high_freq_mean,jawline_edge_variance,jawline_roi_area,landmark_lost_count
22:45:13,0.242644,41.626907,2393.349521,1452,0
22:45:14,0.241735,41.626907,2393.349521,1452,1
22:45:15,0.15702,38.435287,1455.532101,1207,1
22:45:16,0.391277,41.932461,1490.161903,1304,0
22:45:17,0.39095,42.731968,2159.118148,1409,0
22:45:18,0.391239,44.60096,3472.052538,1445,0
22:45:19,0.29805,40.690784,1693.786624,1474,0
22:45:21,0.310188,44.06081,2331.579772,1442,0
22:45:22,0.313765,42.976566,2782.539731,1397,0
22:45:23,0.314857,42.964413,2748.168155,1429,0
22:45:24,0.312187,43.231045,2623.547895,1428,0
22:45:25,0.308467,43.231045,2623.547895,1428,1
22:45:26,0.270139,48.491261,1799.107051,2174,0
22:45:27,0.266909,50.036896,2673.715777,2083,0
22:45:28,0.265616,47.473984,1489.588733,2066,0
22:45:29,0.264709,47.404701,1283.226866,2045,0
22:45:30,0.263976,47.613605,1582.024785,2031,0
